fcode,fname,Lat,Long,mGeoCode,sGeoCode,date_of_geocode
16313,Buruburu Dispensary,3.94499,41.8665,Taken with GPS Device,SARAM 2013,2013-04-18
11532,Madamani Dispensary,-3.39435,39.74878,Taken with GPS Device,SARAM 2013,2013-04-11
17869,Hope Medical Clinic (Mariakani),-3.86167,39.47307,Taken with GPS Device,SARAM 2013,2013-04-15
11730,Palakumi Dispensary,-3.62565,39.60708,Taken with GPS Device,SARAM 2013,2013-04-11
11748,Rabai Rural Health Demonstration Centre,-3.93899,39.5664,Taken with GPS Device,SARAM 2013,2013-04-15
19215,Amaal Annex nursing,3.93705,41.85069,Taken with GPS Device,SARAM 2013,2013-04-25
11480,Kinango Hospital,-4.1395,39.31233,Taken with GPS Device,SARAM 2013,2013-04-10
16306,Bullampya Medical Clinic,3.93431,41.84988,Taken with GPS Device,SARAM 2013,2013-04-19
11566,Mariakani District Hospital,-3.8631,39.47214,Taken with GPS Device,SARAM 2013,2013-04-18
16519,Pendo Medical Clinic (Kinango),-4.13672,39.31505,Taken with GPS Device,SARAM 2013,2013-04-10
19459,Iqlas Medical Clinic,-0.43639,39.65105,Taken with GPS Device,SARAM 2013,2013-04-23
11756,Ribe Dispensary,-3.88517,39.63157,Taken with GPS Device,SARAM 2013,2013-04-16
16296,Mandera Medicare Clinic,3.93872,41.81802,Taken with GPS Device,SARAM 2013,2013-04-24
16308,Amal Medical Clinic,3.93702,41.83541,Taken with GPS Device,SARAM 2013,2013-04-19
13375,Jamii Nursing Home,3.93764,41.85515,Taken with GPS Device,SARAM 2013,2013-04-16
11618,Mirihini Dispensary,-3.43813,39.59241,Taken with GPS Device,SARAM 2013,2013-04-11
16190,Vishakani Dispensary,-3.83063,39.62322,Taken with GPS Device,SARAM 2013,2013-04-16
19210,Digfer Nursing Home,3.93636,41.85741,Taken with GPS Device,SARAM 2013,2013-04-25
11225,MRS - 77 Artillery Battallion (Mariakani),-3.80708,39.44444,Taken with GPS Device,SARAM 2013,2013-04-18
16189,Shangia Dispensary,-3.80689,39.41075,Taken with GPS Device,SARAM 2013,2013-04-17
17017,Kokotoni  Dispensary,-3.92054,39.52444,Taken with GPS Device,SARAM 2013,2013-04-16
13287,Al-Siha Nursing Home,3.93507,41.85256,Taken with GPS Device,SARAM 2013,2013-04-21
11601,Mgamboni Dispensary,-3.84538,39.66317,Taken with GPS Device,SARAM 2013,2013-04-17
16184,Bombululu Medical Clinic,-3.81572,39.62915,Taken with GPS Device,SARAM 2013,2013-04-17
13307,Blue Light Nursing Home,3.93767,41.86112,Taken with GPS Device,SARAM 2013,2013-04-15
13379,Khalalio Health center,3.96058,41.61371,Taken with GPS Device,SARAM 2013,2013-04-18
16192,Kambe Dispensary,-3.86215,39.64079,Taken with GPS Device,SARAM 2013,2013-04-15
17689,Viragoni Dispensary,-3.71134,39.51517,Taken with GPS Device,SARAM 2013,2013-04-17
13402,Mandera District Hospital,3.94137,41.86124,Taken with GPS Device,SARAM 2013,2013-04-22
11404,Gotani Dispensary,-3.7863,39.54034,Taken with GPS Device,SARAM 2013,2013-04-15
16307,Drugmart Medical Clinic,3.93799,41.86005,Taken with GPS Device,SARAM 2013,2013-04-19
11497,Kizingo Health Centre,-3.78195,39.67704,Taken with GPS Device,SARAM 2013,2013-04-12
11282,Chasimba Health Centre,-3.73513,39.70028,Taken with GPS Device,SARAM 2013,2013-04-11
11818,St Luke's (ACK) Hospital  Kaloleni,-3.81187,39.6331,Taken with GPS Device,SARAM 2013,2013-04-18
13362,Hareri Dispensary,3.94695,41.47297,Taken with GPS Device,SARAM 2013,2013-04-22
11880,Vigurungani Dispensary,-4.04149,39.16316,Taken with GPS Device,SARAM 2013,2013-04-13
16179,Maryango Medical Clinic,-3.47943,39.52339,Taken with GPS Device,SARAM 2013,2013-04-12
11287,Chizi Medical Clinic,-3.74677,39.68632,Taken with GPS Device,SARAM 2013,2013-04-11
11359,Dzikunze Dispensary,-3.29437,39.74882,Taken with GPS Device,SARAM 2013,2013-04-10
16191,Chalani Dispensary,-3.75508,39.63076,Taken with GPS Device,SARAM 2013,2013-04-18
18297,Huruma Medical Clinic (Bamba),-3.53923,39.52435,Taken with GPS Device,SARAM 2013,2013-04-11
11392,Giriama Mission Dispensary,-3.81442,39.58588,Taken with GPS Device,SARAM 2013,2013-04-17
13348,Girissa Dispensary,3.93688,41.23921,Taken with GPS Device,SARAM 2013,2013-04-19
11609,Midoina Dispensary,-3.56209,39.32264,Taken with GPS Device,SARAM 2013,2013-04-11
13423,Rhamu Sub-District Hospital,3.93331,41.22527,Taken with GPS Device,SARAM 2013,2013-04-17
13456,Yabicho Health Centre,3.93512,41.16512,Taken with GPS Device,SARAM 2013,2013-04-20
13396,Libehiya Dispensary,3.82822,41.52689,Taken with GPS Device,SARAM 2013,2013-04-22
13295,Athibohol Dispensary,1.85794,39.46997,Taken with GPS Device,SARAM 2013,2013-04-19
16520,Samburu Medical Centre,-3.79466,39.26276,Taken with GPS Device,SARAM 2013,2013-04-16
13424,Rhamudimtu Health Centre,4.01832,41.06617,Taken with GPS Device,SARAM 2013,2013-04-19
11481,Kinarani Dispensary,-3.72962,39.579,Taken with GPS Device,SARAM 2013,2013-04-17
15662,St Patrick's Kanamkemer Dispensary,3.10728,35.60373,Taken with GPS Device,SARAM 2013,2013-04-15
17478,Naotin Dispensary,3.05303,35.60373,Taken with GPS Device,SARAM 2013,2013-04-12
13308,Bodhai Dispensary,-1.80659,40.67837,Taken with GPS Device,SARAM 2013,2013-04-20
13324,Danyere Health Centre,0.00674,38.74022,Taken with GPS Device,SARAM 2013,2013-04-20
18765,Jena Medical Clinic,3.11045,35.60758,Taken with GPS Device,SARAM 2013,2013-04-20
14663,Kalokol (AIC) Health Centre,3.5297,35.86744,Taken with GPS Device,SARAM 2013,2013-04-10
15275,Nadoto Dispensary,3.08572,36.09294,Taken with GPS Device,SARAM 2013,2013-04-25
15301,Namukuse Dispensary,3.48958,35.93006,Taken with GPS Device,SARAM 2013,2013-04-19
17479,Longech Dispensary,3.439545,35.93006,Taken with GPS Device,SARAM 2013,2013-04-19
12142,Kalacha Dispensary (Chalbi),3.12688,37.42475,Taken with GPS Device,SARAM 2013,2013-04-26
15656,St Mary's Kalokol Primary Health Care Programme,3.53543,35.86137,Taken with GPS Device,SARAM 2013,2013-04-20
15307,Naoros Dispensary,3.12906,36.06594,Taken with GPS Device,SARAM 2013,2013-04-17
18846,Eliye Springs Community Dispensary,3.23246,36.01971,Taken with GPS Device,SARAM 2013,2013-04-18
14838,Kerio Health Centre,3.00054,36.02577,Taken with GPS Device,SARAM 2013,2013-04-12
11473,Kilibasi Dispensary,-3.97151,38.95605,Taken with GPS Device,SARAM 2013,2013-04-15
14687,Kangatosa Dispensary,3.127,35.96475,Taken with GPS Device,SARAM 2013,2013-04-11
11292,Cornerstone Medical Clinic,-4.17441,39.45421,Taken with GPS Device,SARAM 2013,2013-04-12
11507,Kwale District Hospital,-4.1753,39.45515,Taken with GPS Device,SARAM 2013,2013-04-04
15084,Lorengelup Dispensary,3.03066,35.56076,Taken with GPS Device,SARAM 2013,2013-04-17
15285,Nakurio Dispensary,2.52243,36.09491,Taken with GPS Device,SARAM 2013,2013-04-22
14685,Kangagetei Dispensary,3.1551,35.86313,Taken with GPS Device,SARAM 2013,2013-04-12
13459,Yumbis Dispensary,-0.11344,40.23067,Taken with GPS Device,SARAM 2013,2013-04-20
14994,Kosikiria Dispensary,2.92214,35.9471,Taken with GPS Device,SARAM 2013,2013-04-19
14795,Kapua Dispensary,3.42186,35.65948,Taken with GPS Device,SARAM 2013,2013-04-05
14656,Kakwanyang Dispensary,3.15338,35.67634,Taken with GPS Device,SARAM 2013,2013-04-12
15634,St Catherine's Napetet Dispensary,3.11178,35.61719,Taken with GPS Device,SARAM 2013,2013-04-10
15050,Loima Medical Clinic,3.11323,35.59764,Taken with GPS Device,SARAM 2013,2013-04-20
15535,Savannah Medical Clinic,3.11323,35.59956,Taken with GPS Device,SARAM 2013,2013-04-17
17184,EMESC Medical Clinic,3.11988,35.60059,Taken with GPS Device,SARAM 2013,2013-04-18
14863,Kikton Medical Clinic,3.12209,35.60041,Taken with GPS Device,SARAM 2013,2013-04-16
15629,St Augustine Youth Friendly Centre,3.1203,35.59682,Taken with GPS Device,SARAM 2013,2013-04-22
15749,Tumaini Medical Clinic (Turkana Central),3.12063,35.5994,Taken with GPS Device,SARAM 2013,2013-04-19
14186,Afya Bora Medical Clinic (Turkana Central),3.11942,35.59954,Taken with GPS Device,SARAM 2013,2013-04-22
15049,Lodwar District Hospital,3.12186,35.60079,Taken with GPS Device,SARAM 2013,2013-04-15
18764,Akicha Medical Services,3.10973,35.60969,Taken with GPS Device,SARAM 2013,2013-04-21
14231,Baraka Medical Clinic (Turkana Central),3.10737,35.60484,Taken with GPS Device,SARAM 2013,2013-04-20
16864,Ngongoni Dispensary (Kyuso),-0.27723,38.15774,Taken with GPS Device,SARAM 2013,2013-04-17
14683,Kanawoi Dispensary,3.1057,35.6145,Taken with GPS Device,SARAM 2013,2013-04-12
14527,GK Prisons Dispensary (Turkana Central),3.10735,35.60491,Taken with GPS Device,SARAM 2013,2013-04-15
11195,Acode Medical Clinic Maungu,-3.55733,38.75037,Taken with GPS Device,SARAM 2013,2013-04-15
13288,Amuma Dispensary,-0.11627,40.29318,Taken with GPS Device,SARAM 2013,2013-04-23
15274,Nadapal Primary Health Care Programme,3.07395,35.50875,Taken with GPS Device,SARAM 2013,2013-04-16
15661,St Monica's Nakwamekwi Dispensary,3.17834,35.57017,Taken with GPS Device,SARAM 2013,2013-04-13
11561,Manyani Dispensary,-3.09496,38.48972,Taken with GPS Device,SARAM 2013,2013-04-11
11705,Ndovu Health Centre,-3.39267,38.58444,Taken with GPS Device,SARAM 2013,2013-04-11
11509,KWS Dispensary,-3.09766,38.47181,Taken with GPS Device,SARAM 2013,2013-04-11
19090,Voi Medical Clinix,-3.39373,38.56071,Taken with GPS Device,SARAM 2013,2013-04-17
17703,Voi Roadside Clinic,-3.39506,38.55942,Taken with GPS Device,SARAM 2013,2013-04-17
17704,Voi Medical Centre,-3.39369,38.55993,Taken with GPS Device,SARAM 2013,2013-04-16
11757,Riflot Medical Centre,-3.39303,38.55819,Taken with GPS Device,SARAM 2013,2013-04-16
19089,Voi Dental,-3.39398,38.56378,Taken with GPS Device,SARAM 2013,2013-04-18
19092,Tumaini Clinic Voi,-3.3954,38.5581,Taken with GPS Device,SARAM 2013,2013-04-16
15094,Loturerei Dispensary,2.93374,35.61002,Taken with GPS Device,SARAM 2013,2013-04-15
11603,Mgange Nyika Health Centre,-3.41821,38.31012,Taken with GPS Device,SARAM 2013,2013-04-15
18313,Corner clinic,-3.39118,38.56269,Taken with GPS Device,SARAM 2013,2013-04-16
11647,Mount View Nursing  & Maternity Home,-3.39408,38.56341,Taken with GPS Device,SARAM 2013,2013-04-16
13294,Ashabito Health Centre,3.55206,40.87104,Taken with GPS Device,SARAM 2013,2013-04-26
18851,Mandera West Nursing Home,3.4,40.22473,Taken with GPS Device,SARAM 2013,2013-04-24
11641,Moi District Hospital Voi,-3.38928,38.56007,Taken with GPS Device,SARAM 2013,2013-04-16
11817,St Joseph's Shelter Of Hope,-3.39082,38.53897,Taken with GPS Device,SARAM 2013,2013-04-15
12034,Gatunga Health Centre,-0.29656,37.9423,Taken with GPS Device,SARAM 2013,2013-04-11
18080,Gatunga Model H/C,-0.10257,38.01565,Taken with GPS Device,SARAM 2013,2013-04-11
12552,Mugas Clinic,-0.09977,38.011,Taken with GPS Device,SARAM 2013,2013-04-25
11552,Makwasinyi Dispensary,-3.81318,38.68151,Taken with GPS Device,SARAM 2013,2013-04-11
11455,Kasigau RDCH,-3.81351,38.63989,Taken with GPS Device,SARAM 2013,2013-04-12
13414,Ollo Health Centre,3.89405,40.86729,Taken with GPS Device,SARAM 2013,2013-04-24
16314,Takaba Nomadic Mobile,3.54194,40.10249,Taken with GPS Device,SARAM 2013,2013-04-22
11262,Bughuta Health centre,-3.68821,38.66798,Taken with GPS Device,SARAM 2013,2013-04-11
11572,Marungu Health Centre,-3.61121,38.7293,Taken with GPS Device,SARAM 2013,2013-04-12
11591,Mbulia Dispensary,-3.25388,38.43901,Taken with GPS Device,SARAM 2013,2013-04-11
11839,Tausa Health Centre,-3.34155,38.50154,Taken with GPS Device,SARAM 2013,2013-04-17
17120,shelemba,-3.43143,38.46534,Taken with GPS Device,SARAM 2013,2013-04-12
11390,Ghazi Dispensary,-3.28937,38.44621,Taken with GPS Device,SARAM 2013,2013-04-15
17040,Kenya Medical Training College Lodwar,3.66576,35.32377,Taken with GPS Device,SARAM 2013,2013-04-15
11451,Kajire Dispensary,-3.5172,38.6079,Taken with GPS Device,SARAM 2013,2013-04-12
13290,Arabia Health Center,3.94118,41.86135,Taken with GPS Device,SARAM 2013,2013-04-17
16241,Rukenya Dispensary,-0.18993,37.8941,Taken with GPS Device,SARAM 2013,2013-04-10
12805,Tseikuru Sub-District Hospital,-0.40029,38.22108,Taken with GPS Device,SARAM 2013,2013-04-18
11656,Msau Dispensary,-3.41394,38.40845,Taken with GPS Device,SARAM 2013,2013-04-11
11457,David Kayanda Dispensary,-3.37007,38.47518,Taken with GPS Device,SARAM 2013,2013-04-10
12547,Mtito Andei Health Centre,-2.68997,38.17038,Taken with GPS Device,SARAM 2013,2013-04-17
12694,Nzoila Dispensary,-2.57764,38.15403,Taken with GPS Device,SARAM 2013,2013-04-16
12131,Kajiampau Dispensary,-0.31805,37.85015,Taken with GPS Device,SARAM 2013,2013-04-17
12018,Suleman Farooq Memorial Centre,-2.69432,38.16726,Taken with GPS Device,SARAM 2013,2013-04-23
12132,Kajuki Health Centre,-0.33542,37.83123,Taken with GPS Device,SARAM 2013,2013-04-17
11704,Ndome Dispensary (Taita),-3.30278,38.47813,Taken with GPS Device,SARAM 2013,2013-04-15
12159,Kamaindi Dispensary,-0.38057,37.83906,Taken with GPS Device,SARAM 2013,2013-04-16
11694,Mwatate Sisal Estate Clinic,-3.50008,38.40001,Taken with GPS Device,SARAM 2013,2013-04-16
12319,Kina Dispensary,0.26177,38.12311,Taken with GPS Device,SARAM 2013,2013-04-16
11469,Kighombo Dispensary,-3.39391,38.45036,Taken with GPS Device,SARAM 2013,2013-04-10
15085,Lorengippi Dispensary,2.57383,35.9914,Taken with GPS Device,SARAM 2013,2013-04-17
13353,Guba Dispensary,3.8624,40.49993,Taken with GPS Device,SARAM 2013,2013-04-20
18333,Jacky Medical Clinic,-0.01287,37.99537,Taken with GPS Device,SARAM 2013,2013-04-12
15755,Turkwel Health Centre,1.91295,35.36278,Taken with GPS Device,SARAM 2013,2013-04-11
15314,Nasolot Dispensary,1.82186,35.40019,Taken with GPS Device,SARAM 2013,2013-04-11
12793,Thanantu Faith Clinic Dispensary,-0.00596,37.95401,Taken with GPS Device,SARAM 2013,2013-04-12
11415,Horesha Medicalicare,-3.50941,38.37919,Taken with GPS Device,SARAM 2013,2013-04-11
11441,Joy Medical Clinic (Mwatate),-3.5037,38.37843,Taken with GPS Device,SARAM 2013,2013-04-16
19115,Sala Dispensary,3.933343,41.27377,Taken with GPS Device,SARAM 2013,2013-04-20
12621,Chandaria Mwania Dispensary,-2.078,37.92649,Taken with GPS Device,SARAM 2013,2013-04-11
11925,Amani Medical Clinic (Kibwezi),-2.59398,38.07652,Taken with GPS Device,SARAM 2013,2013-04-22
12072,Iiani Dispensary,-1.87555,37.87856,Taken with GPS Device,SARAM 2013,2013-04-10
17127,Manoa dispensary,-3.59492,38.33253,Taken with GPS Device,SARAM 2013,2013-04-16
12813,Tunyai Dispensary,-0.17579,37.88562,Taken with GPS Device,SARAM 2013,2013-04-22
12423,Lailuba Dispensary,0.24108,37.75235,Taken with GPS Device,SARAM 2013,2013-04-11
11650,Mpinzinyi Health Centre,-3.45754,38.37885,Taken with GPS Device,SARAM 2013,2013-04-10
17108,Masol Dispensary,1.55952,35.5275,Taken with GPS Device,SARAM 2013,2013-04-13
18909,Stadia Medical Clinic,-0.08099,37.83386,Taken with GPS Device,SARAM 2013,2013-04-11
12663,Ngwata Health Centre,-2.52946,38.04965,Taken with GPS Device,SARAM 2013,2013-04-15
12390,Kunati Health Centre,0.0929,37.91834,Taken with GPS Device,SARAM 2013,2013-04-18
17917,Tumaini Maternity and Nursing Home (Kibwezi),-2.41888,37.96664,Taken with GPS Device,SARAM 2013,2013-04-24
12451,Makandune Dispensary,-0.08101,37.83387,Taken with GPS Device,SARAM 2013,2013-04-11
15130,Marich Dispensary,1.53183,35.45165,Taken with GPS Device,SARAM 2013,2013-04-11
11695,Mwatate Sub-District Hospital,-3.50732,38.36864,Taken with GPS Device,SARAM 2013,2013-04-15
13300,Banisa Health Centre,3.94034,40.34418,Taken with GPS Device,SARAM 2013,2013-04-18
12692,Nzeveni Dispensary,-2.59452,37.99692,Taken with GPS Device,SARAM 2013,2013-04-16
12674,Nthambiro Catholic Dispensary,0.24956,38.02821,Taken with GPS Device,SARAM 2013,2013-04-15
12675,Nthambiro Dispensary,0.24956,38.02821,Taken with GPS Device,SARAM 2013,2013-04-15
12759,St Lukes Cottage Hospital,-0.06174,37.85816,Taken with GPS Device,SARAM 2013,2013-04-10
19076,Kawongo Medical Centre,-1.59769,37.87552,Taken with GPS Device,SARAM 2013,2013-04-22
18312,Bura Health Centre Taita,-3.50014,38.31577,Taken with GPS Device,SARAM 2013,2013-04-15
12290,Kiburine Dispensary,0.01648,37.83896,Taken with GPS Device,SARAM 2013,2013-04-08
15564,Sigor Sub District Hospital,1.4855,35.46777,Taken with GPS Device,SARAM 2013,2013-04-11
16963,Yekanga Dispensary,-1.91837,37.83588,Taken with GPS Device,SARAM 2013,2013-04-16
16554,Mwashuma Dispensary (CDF),-3.4912,38.27077,Taken with GPS Device,SARAM 2013,2013-04-15
17920,Kari Dispensary (Kiboko),-2.25621,37.72678,Taken with GPS Device,SARAM 2013,2013-04-12
12535,Mitunguu Market Clinic,-0.11138,37.78402,Taken with GPS Device,SARAM 2013,2013-04-11
17129,Mitunguu Catholic Dispensary,-0.10637,37.78561,Taken with GPS Device,SARAM 2013,2013-04-11
12455,Makindu District Hospital,-2.28436,37.82463,Taken with GPS Device,SARAM 2013,2013-04-11
12533,Mitunguu CCS Dispensary,-0.11384,37.78796,Taken with GPS Device,SARAM 2013,2013-04-10
15073,Lomut Dispensary,1.39733,35.58741,Taken with GPS Device,SARAM 2013,2013-04-12
12238,Kathulumbi Dispensary,-1.73296,37.78868,Taken with GPS Device,SARAM 2013,2013-04-06
12534,Mitunguu Dispensary,-0.10572,37.78144,Taken with GPS Device,SARAM 2013,2013-04-10
12575,Mumo (AIC) Health Centre,-2.01237,37.77248,Taken with GPS Device,SARAM 2013,2013-04-16
15621,South Horr Dispensary,2.09279,36.90593,Taken with GPS Device,SARAM 2013,2013-04-13
18288,Grace Medical Clinic (Imenti South),-0.10645,37.78083,Taken with GPS Device,SARAM 2013,2013-04-11
12398,Kwakavisi Dispensary,-1.98399,37.69768,Taken with GPS Device,SARAM 2013,2013-04-12
11300,Dawson Mwanyumba Dispensary,-3.43376,38.37417,Taken with GPS Device,SARAM 2013,2013-04-10
12191,Kanzokea Health Centre,-1.92718,37.79707,Taken with GPS Device,SARAM 2013,2013-04-12
17433,Katulye Dispensary-nzaui,-1.98491,37.59554,Taken with GPS Device,SARAM 2013,2013-04-13
18811,Kalima Dispensary,-1.98491,37.59554,Taken with GPS Device,SARAM 2013,2013-04-18
14387,Chesta Dispensary,1.40987,35.53051,Taken with GPS Device,SARAM 2013,2013-04-12
16253,Kitonyoni Dispensary,-1.95395,37.65402,Taken with GPS Device,SARAM 2013,2013-04-10
12212,Katagini Dispensary,-1.74623,37.72376,Taken with GPS Device,SARAM 2013,2013-04-03
11760,Rumangao Dispensary,-3.49341,38.58219,Taken with GPS Device,SARAM 2013,2013-04-18
11918,ACK Dispensary (Isiolo),0.35699,37.57572,Taken with GPS Device,SARAM 2013,2013-04-12
11764,Sagala Health Centre,-3.49349,38.58214,Taken with GPS Device,SARAM 2013,2013-04-18
12236,Kathonzweni Health Centre,-1.91523,37.72985,Taken with GPS Device,SARAM 2013,2013-04-08
12570,Mumbuni Dispensary (Maara),-0.27941,37.74216,Taken with GPS Device,SARAM 2013,2013-04-11
18907,Universal M Clinic,-0.01354,37.76867,Taken with GPS Device,SARAM 2013,2013-04-17
12484,Matiliku Catholic Dispensary,-1.94669,37.53644,Taken with GPS Device,SARAM 2013,2013-04-17
12493,Mavindini Health Centre,-1.82044,37.78624,Taken with GPS Device,SARAM 2013,2013-04-10
11265,Bura Mission Clinic,-3.45336,38.31328,Taken with GPS Device,SARAM 2013,2013-04-15
11508,Kwa-Mnegwa Dispensary,-3.4336,38.24283,Taken with GPS Device,SARAM 2013,2013-04-15
11977,Cottolengo Mission Hospital,-0.00245,37.76659,Taken with GPS Device,SARAM 2013,2013-04-13
12026,Gaitu Dispensary,-0.01386,37.76409,Taken with GPS Device,SARAM 2013,2013-04-11
11302,Dembwa Dispensary,-3.44819,38.36394,Taken with GPS Device,SARAM 2013,2013-04-12
17845,Uviluni Dispensary,-1.74953,37.67374,Taken with GPS Device,SARAM 2013,2013-04-08
18199,Nyumbani Village Catholic Dispensary,-1.31882,37.80472,Taken with GPS Device,SARAM 2013,2013-04-09
16223,Giaki Clinic,0.03227,37.76375,Taken with GPS Device,SARAM 2013,2013-04-10
12312,Kilili Dispensary,-1.91736,37.59505,Taken with GPS Device,SARAM 2013,2013-04-19
18413,Muusini Dispensary(Makueni),-1.85327,37.72627,Taken with GPS Device,SARAM 2013,2013-04-15
16222,Mutethia Clinic,0.03194,37.76385,Taken with GPS Device,SARAM 2013,2013-04-09
11589,Mbale Health Centre,-3.37928,38.38292,Taken with GPS Device,SARAM 2013,2013-04-15
18133,Wote Health clinic,-1.78108,37.62808,Taken with GPS Device,SARAM 2013,2013-04-08
12135,Kako Dispensary,-1.70279,37.6473,Taken with GPS Device,SARAM 2013,2013-04-06
12500,Mbeu Sub-District Hospital,0.05874,37.81668,Taken with GPS Device,SARAM 2013,2013-04-16
10093,Christian Community Services Wang'uru Dispensary,-0.68737,37.35187,Taken with GPS Device,SARAM 2013,2013-04-17
12119,Kaanwa Dispensary,-0.32152,37.72414,Taken with GPS Device,SARAM 2013,2013-04-16
12571,Mumbuni Dispensary (Makueni),-1.85564,37.60425,Taken with GPS Device,SARAM 2013,2013-04-11
17708,Ncooro Dispensary,0.24377,37.65696,Taken with GPS Device,SARAM 2013,2013-04-16
10850,New Line Laboratory,-0.68284,37.35984,Taken with GPS Device,SARAM 2013,2013-04-15
17445,Kithituni Health Care Clinic,-2.07986,37.47466,Taken with GPS Device,SARAM 2013,2013-04-22
12002,Emali Nursing Home,-2.07907,37.47313,Taken with GPS Device,SARAM 2013,2013-04-12
16962,Kambimawe Dispensary,-1.85218,37.66094,Taken with GPS Device,SARAM 2013,2013-04-10
17672,Mbaga Dispensary,-3.44355,38.31014,Taken with GPS Device,SARAM 2013,2013-04-17
14988,Konyao Dispensary,1.78654,35.05103,Taken with GPS Device,SARAM 2013,2013-04-15
10807,Mwea Medical Laboratory,-0.68439,37.35505,Taken with GPS Device,SARAM 2013,2013-04-15
16508,Mwea Medical Clinic,-0.68439,37.35503,Taken with GPS Device,SARAM 2013,2013-04-16
12043,Gitine Medical Clinic,-0.09389,37.42279,Taken with GPS Device,SARAM 2013,2013-04-18
12042,Gitine Dispensary,-0.16105,37.70832,Taken with GPS Device,SARAM 2013,2013-04-10
13884,Nyakongo Dispensary,-0.20083,35.01355,Taken with GPS Device,SARAM 2013,2013-04-09
12615,Muutiokiama Health Centre,-0.12312,37.72661,Taken with GPS Device,SARAM 2013,2013-04-10
10765,St.Mulumba Mission Hospital,-1.05501,37.10317,Taken with GPS Device,SARAM 2013,2013-04-25
18931,Mutethia Clinic Magutuni,-0.22901,37.7363,Taken with GPS Device,SARAM 2013,2013-04-18
17045,Wakor Dispensary,1.49439,35.40801,Taken with GPS Device,SARAM 2013,2013-04-13
12202,Karimonga Dispensary,-0.01787,37.72891,Taken with GPS Device,SARAM 2013,2013-04-10
17707,kibiru dispensary,0.29109,37.62391,Taken with GPS Device,SARAM 2013,2013-04-12
12445,Magutuni District Hospital,-0.22513,37.73651,Taken with GPS Device,SARAM 2013,2013-04-12
12622,Mwanyani Dispensary,-2.03,37.51221,Taken with GPS Device,SARAM 2013,2013-04-16
16366,Nakwijit Dispensary,1.63925,35.10501,Taken with GPS Device,SARAM 2013,2013-04-11
15119,Mangu Dispensary(Rongai),-0.22109,35.95241,Taken with GPS Device,SARAM 2013,2013-04-20
12273,Kiamuchii Dispensary,-0.38966,37.70472,Taken with GPS Device,SARAM 2013,2013-04-18
12579,Murambani Dispensary,-0.28023,37.70511,Taken with GPS Device,SARAM 2013,2013-04-11
10373,Jehova Jireh Clinic,-0.47564,37.23723,Taken with GPS Device,SARAM 2013,2013-04-04
14378,Cherangan Dispensary,1.60268,35.10501,Taken with GPS Device,SARAM 2013,2013-04-11
12351,Divine Mercy Kithatu Dispensary,-0.13758,37.69676,Taken with GPS Device,SARAM 2013,2013-04-09
14785,Kaptiony Dispensary,0.70086,35.73353,Taken with GPS Device,SARAM 2013,2013-04-12
15215,Molok Dispensary,0.30135,35.97569,Taken with GPS Device,SARAM 2013,2013-04-13
10805,Mwea Medical Clinic Kagio,-0.62831,37.25011,Taken with GPS Device,SARAM 2013,2013-04-17
16229,Mweru Dispensary (Imenti South),-0.17799,37.70588,Taken with GPS Device,SARAM 2013,2013-04-10
17214,Kiija dispensary,-0.04492,37.73265,Taken with GPS Device,SARAM 2013,2013-04-08
12270,Kiairugu Dispensary,-0.23252,37.71035,Taken with GPS Device,SARAM 2013,2013-04-12
12350,Kithatu Medical Clinic,-0.13666,37.69626,Taken with GPS Device,SARAM 2013,2013-04-10
10070,Bigem Clinic,-0.62636,37.2557,Taken with GPS Device,SARAM 2013,2013-04-21
12020,Fr Meru Dispensary,0.03407,37.72172,Taken with GPS Device,SARAM 2013,2013-04-19
17451,Kitamwiki Community Dispensary,-1.13792,37.981,Taken with GPS Device,SARAM 2013,2013-04-22
12338,Kiroo Clinic,-0.22141,37.70911,Taken with GPS Device,SARAM 2013,2013-04-09
12649,Ngeru Dispensary,-0.25845,37.66602,Taken with GPS Device,SARAM 2013,2013-04-11
15622,South Horr Catholic Health Centre,1.78523,36.79277,Taken with GPS Device,SARAM 2013,2013-04-13
12721,Rwanyange Dispensary,0.07259,37.72451,Taken with GPS Device,SARAM 2013,2013-04-05
12232,Kathigu Health Centre,-0.15809,37.68631,Taken with GPS Device,SARAM 2013,2013-04-10
10398,Kagio Catholic Dispensary (Mary Immucate Catholic Dispensary),-0.63112,37.25387,Taken with GPS Device,SARAM 2013,2013-04-18
15189,Miskwony Dispensary,1.5807,35.14958,Taken with GPS Device,SARAM 2013,2013-04-12
12315,Kimachia Dispensary,0.10942,37.76346,Taken with GPS Device,SARAM 2013,2013-05-01
12443,Magenka Dispensary,-0.42056,37.66579,Taken with GPS Device,SARAM 2013,2013-04-17
10449,Kamfas Clinic,-0.61019,37.20237,Taken with GPS Device,SARAM 2013,2013-04-18
12201,Karimba Dispensary,-0.3013,37.69087,Taken with GPS Device,SARAM 2013,2013-04-12
12134,Kakeani Dispensary,-1.15069,37.94251,Taken with GPS Device,SARAM 2013,2013-04-22
12208,Kasikeu Dispensaryá,-1.94705,37.38233,Taken with GPS Device,SARAM 2013,2013-04-10
15294,Namanga Health Centre,-2.54315,36.78729,Taken with GPS Device,SARAM 2013,2013-04-16
19489,Igane Health Centre,-0.04154,37.7211,Taken with GPS Device,SARAM 2013,2013-04-12
